age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
48.0,0,1,2,0,0,1,1,6,1,70.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
35.0,0,2,3,0,1,1,1,6,1,19.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
26.0,0,1,3,0,0,1,1,6,1,346.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,0,1,6,0,0,0,1,6,1,643.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
29.0,7,2,6,0,1,0,1,6,1,78.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
45.0,1,1,0,0,1,1,1,6,1,133.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
35.0,0,1,6,0,1,0,1,6,1,193.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,1,1,2,0,1,0,1,6,1,181.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,1,1,2,0,1,0,1,6,1,513.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,7,2,3,0,0,1,1,6,1,109.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
37.0,1,1,2,0,0,0,1,6,1,263.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
29.0,0,2,2,0,0,0,1,6,1,333.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
27.0,8,2,6,0,1,0,1,6,1,104.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
43.0,7,0,3,0,1,0,1,6,1,191.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
47.0,1,1,5,0,0,0,1,6,1,571.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,3,2,3,0,1,0,1,6,1,180.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,10,0,5,0,1,0,1,6,1,446.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
26.0,10,1,3,0,1,0,1,6,1,107.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
39.0,1,1,0,0,1,0,1,6,1,335.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
38.0,1,1,1,0,1,1,1,6,1,120.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
48.0,1,1,5,0,0,0,1,6,1,219.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
42.0,2,1,6,0,0,0,1,6,1,148.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
35.0,1,0,2,0,1,1,1,6,1,400.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
42.0,1,0,1,0,1,0,1,6,1,503.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
36.0,1,2,2,0,0,0,1,6,1,125.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
28.0,1,1,2,0,0,1,1,6,1,329.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,9,2,2,0,1,0,1,6,1,194.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
28.0,1,0,3,0,1,0,1,6,1,7.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
41.0,1,0,2,0,0,0,1,6,1,53.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,0,1,6,0,1,0,1,6,1,261.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
42.0,1,0,2,0,1,0,1,6,1,100.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
29.0,9,2,6,0,1,0,1,6,1,104.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
38.0,7,1,3,0,1,0,1,6,1,552.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,1
22.0,7,2,3,0,1,0,1,6,1,345.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,1,1,2,0,0,0,1,6,1,263.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,1,1,2,0,1,1,1,6,1,88.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
52.0,2,1,6,0,0,0,1,6,1,44.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
55.0,7,0,3,0,0,1,1,6,1,207.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
24.0,7,2,3,0,0,0,1,6,1,401.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
46.0,0,0,3,0,0,1,1,6,1,178.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,0,0,6,0,0,0,1,6,1,53.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,0,1,6,0,0,0,1,6,1,349.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
45.0,2,1,2,0,0,0,1,6,1,34.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
45.0,1,1,2,0,1,0,1,6,1,48.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
39.0,9,0,5,0,1,0,1,6,1,182.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
29.0,9,2,6,0,1,0,1,6,1,147.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
44.0,9,0,3,0,1,0,1,6,1,457.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
29.0,9,2,6,0,1,0,1,6,1,193.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,9,1,5,0,0,1,1,6,1,142.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,9,2,3,0,1,1,1,6,1,123.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
48.0,9,0,5,0,0,1,1,6,1,65.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
29.0,9,2,6,0,1,0,1,6,1,420.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,1,1,5,0,1,0,1,6,1,100.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
38.0,1,2,0,0,1,0,1,6,1,403.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
28.0,10,2,3,0,1,1,1,6,1,229.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
46.0,1,1,0,0,1,0,1,6,1,445.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
46.0,4,1,2,0,0,0,1,6,1,206.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
27.0,0,2,6,0,1,0,1,6,1,182.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
26.0,1,1,0,0,1,0,1,6,1,183.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,1,1,2,0,1,0,1,6,1,140.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
28.0,4,1,6,0,0,0,1,6,1,134.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
52.0,4,1,0,0,0,0,1,6,1,88.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
35.0,0,2,6,0,0,0,1,6,1,234.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,1,1,2,0,1,0,1,6,1,215.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
46.0,1,1,2,0,1,0,1,6,1,194.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
26.0,7,1,3,0,0,0,1,6,1,394.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
39.0,7,1,3,0,0,0,1,6,1,5.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
47.0,0,1,6,0,0,0,1,6,1,408.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
26.0,1,1,0,0,0,1,1,6,1,114.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,1,1,5,0,1,0,1,6,1,210.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
24.0,0,2,3,0,1,0,1,6,1,243.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,9,1,5,0,0,0,1,6,1,180.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
26.0,0,2,3,0,0,1,1,6,1,8.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,0,1,3,0,0,0,1,6,1,313.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,1,1,1,0,1,0,1,6,1,644.5,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,1
60.0,0,1,5,0,1,0,1,6,1,324.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,1,1,1,0,1,0,1,6,1,205.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
24.0,1,1,2,0,1,0,1,6,1,194.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
28.0,0,1,3,0,0,0,1,6,1,165.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
55.0,2,0,6,0,1,1,1,6,1,86.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
38.0,0,0,3,0,0,0,1,6,1,160.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
37.0,1,1,5,0,1,0,1,6,1,492.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
36.0,7,0,6,0,0,0,1,6,1,187.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
47.0,9,1,5,0,1,0,1,6,1,197.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
49.0,9,1,5,0,1,0,1,6,1,95.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,1,1,0,0,1,0,1,6,1,159.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
52.0,7,1,3,0,1,0,1,6,1,644.5,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,1
36.0,7,1,3,0,1,0,1,6,1,260.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
51.0,1,1,1,0,1,0,1,6,1,109.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
52.0,7,0,3,0,0,0,1,6,1,579.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,1
29.0,9,1,5,0,1,0,1,6,1,124.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
51.0,7,1,5,0,0,0,1,6,1,158.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,1,1,2,0,1,0,1,6,1,162.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
36.0,0,1,3,0,0,0,1,6,1,211.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
42.0,7,1,2,0,0,0,1,6,1,173.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,4,2,0,0,0,0,1,6,1,73.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
30.0,9,2,5,0,1,0,1,6,1,220.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
27.0,1,1,2,0,1,0,1,6,1,110.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
47.0,4,1,0,0,0,0,1,6,1,99.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
56.0,1,1,0,0,1,0,1,6,1,112.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
57.0,3,1,1,0,0,1,1,6,1,168.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
27.0,7,1,5,0,1,0,1,6,1,283.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
46.0,1,0,0,0,0,0,1,6,1,235.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
43.0,9,2,5,0,1,0,1,6,1,138.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
44.0,9,2,5,0,0,0,1,6,1,374.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
52.0,6,1,6,0,1,0,1,6,1,353.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
38.0,9,2,5,0,0,0,1,6,1,147.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
48.0,1,1,1,0,0,0,1,6,1,332.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,9,1,2,0,1,0,1,6,1,179.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,4,1,6,0,1,0,1,6,1,396.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
37.0,1,2,6,0,1,0,1,6,1,492.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,1,1,2,0,1,0,1,6,1,360.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
59.0,3,1,6,0,0,0,1,6,1,175.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,0,1,6,0,1,1,1,6,1,97.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,1,2,2,0,0,0,1,6,1,84.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
29.0,1,2,5,0,1,0,1,6,1,57.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
46.0,2,1,6,0,1,0,1,6,1,105.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
46.0,1,1,2,0,0,0,1,6,1,644.5,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
31.0,0,1,3,0,0,0,1,6,1,182.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
58.0,1,0,6,0,0,0,1,6,1,467.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,1,1,0,0,0,0,1,6,1,21.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
32.0,0,2,6,0,0,0,1,6,1,470.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
38.0,7,2,3,0,1,0,1,6,1,85.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
51.0,0,2,6,0,0,0,1,6,1,120.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
34.0,7,1,3,0,0,0,1,6,1,298.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
30.0,1,1,2,0,0,0,1,6,1,249.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
39.0,1,1,5,0,0,0,1,6,1,87.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
47.0,1,1,0,0,1,0,1,6,1,622.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
36.0,7,1,3,0,1,0,1,6,1,195.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
47.0,7,0,3,0,0,0,1,6,1,179.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
49.0,6,2,2,0,0,0,1,6,1,58.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
33.0,9,0,5,0,0,0,1,6,1,644.5,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,1
54.0,1,1,2,0,0,1,1,6,1,500.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
35.0,0,1,6,0,1,1,1,6,1,66.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
25.0,7,2,3,0,0,0,1,6,1,328.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
42.0,4,1,1,0,1,0,1,6,1,644.5,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.858,5191.0,0
26.0,0,2,3,0,0,0,1,6,3,21.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
36.0,9,1,5,0,0,0,1,6,3,150.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
47.0,9,2,5,0,0,0,1,6,3,148.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
43.0,7,1,2,0,0,0,1,6,3,102.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
27.0,0,1,6,0,1,0,1,6,3,91.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
40.0,3,1,3,0,1,0,1,6,3,201.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
56.0,4,1,6,0,0,0,1,6,3,70.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
59.0,0,1,1,0,1,0,1,6,3,19.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
49.0,9,1,5,0,1,0,1,6,3,82.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
40.0,1,1,2,0,0,0,1,6,3,59.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
54.0,9,0,5,0,0,0,1,6,3,182.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
43.0,3,1,0,0,0,0,1,6,3,365.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
36.0,1,1,2,0,1,0,1,6,3,257.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
53.0,9,1,5,0,1,0,1,6,3,280.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
31.0,0,1,3,0,0,0,1,6,3,16.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
53.0,9,0,5,0,0,0,1,6,3,249.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
52.0,7,1,3,0,1,0,1,6,3,140.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
34.0,0,1,6,0,0,0,1,6,3,184.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
31.0,10,2,5,0,0,0,1,6,3,20.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
54.0,9,2,6,0,1,0,1,6,3,644.5,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
45.0,1,1,2,0,0,0,1,6,3,107.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
40.0,0,1,2,0,0,0,1,6,3,224.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
31.0,0,1,3,0,1,0,1,6,3,172.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
41.0,2,2,6,0,1,0,1,6,3,19.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
25.0,0,1,3,0,0,1,1,6,3,125.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
35.0,8,2,6,0,1,0,1,6,3,280.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
49.0,0,0,6,0,0,0,1,6,3,216.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
53.0,1,1,3,0,0,0,1,6,3,109.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
40.0,0,1,5,0,1,0,1,6,3,81.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
46.0,1,1,0,0,1,1,1,6,3,409.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
40.0,10,1,0,0,1,0,1,6,3,146.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
48.0,9,1,6,0,1,1,1,6,3,83.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
58.0,5,1,6,0,0,1,1,6,3,226.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
30.0,9,1,6,0,0,0,1,6,3,191.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
49.0,1,1,6,0,1,0,1,6,3,171.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
54.0,9,1,3,0,0,0,1,6,3,13.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
45.0,9,2,5,0,1,1,1,6,3,133.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
34.0,7,1,3,0,1,0,1,6,3,644.5,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
32.0,7,2,1,0,0,1,1,6,3,644.5,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,1
41.0,1,1,0,0,0,0,1,6,3,202.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
50.0,1,1,0,0,1,0,1,6,3,206.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
52.0,1,2,2,0,1,0,1,6,3,202.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
45.0,0,1,6,0,0,0,1,6,3,79.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
37.0,0,1,3,0,1,1,1,6,3,196.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
25.0,4,2,0,0,0,0,1,6,3,186.0,4.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
50.0,1,1,0,0,1,0,1,6,3,532.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
43.0,1,1,0,0,1,0,1,6,3,97.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
34.0,4,1,6,0,0,1,1,6,3,234.0,5.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
41.0,1,1,2,0,0,0,1,6,3,216.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
35.0,0,1,3,0,0,0,1,6,3,297.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
31.0,1,2,3,0,0,0,1,6,3,644.5,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,1
34.0,4,2,6,0,0,0,1,6,3,243.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
47.0,7,1,3,0,0,0,1,6,3,98.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
52.0,6,1,0,0,1,0,1,6,3,81.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
47.0,1,1,6,0,0,0,1,6,3,644.5,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,1
42.0,9,0,6,0,0,0,1,6,3,190.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
28.0,0,1,3,0,0,0,1,6,3,142.0,3.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
43.0,0,1,6,0,1,0,1,6,3,644.5,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
41.0,7,1,2,0,0,0,1,6,3,335.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
33.0,9,1,3,0,0,0,1,6,3,168.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
53.0,0,1,6,0,1,0,1,6,3,68.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
49.0,1,1,0,0,0,0,1,6,3,217.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
45.0,1,1,0,0,1,0,1,6,3,68.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
33.0,7,1,6,0,1,0,1,6,3,119.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
45.0,1,1,0,0,1,0,1,6,3,160.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
30.0,10,2,2,0,0,0,1,6,3,294.0,6.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
49.0,9,1,5,0,1,0,1,6,3,57.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
38.0,9,1,5,0,1,1,1,6,3,297.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
39.0,7,0,3,0,1,0,1,6,3,90.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
50.0,1,1,0,0,0,1,1,6,3,600.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
58.0,1,1,6,0,1,0,1,6,3,38.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
46.0,1,1,1,0,1,0,1,6,3,217.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
46.0,3,1,3,0,0,0,1,6,3,142.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
40.0,9,1,5,0,0,0,1,6,3,26.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
36.0,0,1,3,0,0,0,1,6,3,369.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
53.0,6,1,0,0,0,0,1,6,3,29.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
32.0,9,1,6,0,0,0,1,6,3,274.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
42.0,0,0,6,0,0,0,1,6,3,214.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
39.0,7,1,3,0,1,0,1,6,3,24.0,1.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
39.0,7,1,3,0,0,1,1,6,3,644.5,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,0
53.0,1,1,0,0,0,0,1,6,3,182.0,2.0,999.0,0.0,1,1.1,93.994,-36.4,4.856,5191.0,1
